Blog	four	looking	second	available	here	music	until	example	want	feature	how	series	re	wasn	service	needed	project	person	saying	best	never	asked	much	life	worked	things	had	easy	possible	right	old	people	support	happy	full	inside	time	minute	team	along	love	working	following	most	such	data	so	years	course	didn	internet	million	quite	wrong	open	city	future	san	turned	note	take	ways	going	where	many	wants	bernardino	photos	former	single	technology	being	around	traffic	world	power	industry	favorite	image	her	am	having	original	tv	th	case	large	small	past	hours	social	via	company	learn	sense	huge	its	always	found	really	research	also	play	sometimes	set	see	last	whole	community	recent	amp	couple	d	continue	anything	into	line	posted	up	us	ago	results	send	try	video	let	great	makes	next	process	high	move	perfect	doing	could	start	system	haven	face	fact	bring	should	hope	stuff	email	ve	site	less	web	five	become	does	chance	worth	above	told	thursday	word	work	interview	after	order	office	production	then	them	network	another	do	away	terms	com	launched	photo	thanks	night	security	post	months	way	war	update	together	global	gun	guy	change	usually	live	car	december	heard	means	write	product	use	still	non	half	now	year	space	shows	care	couldn	size	than	online	america	only	between	article	comes	these	media	thinking	real	read	early	using	business	aren	lot	building	since	month	very	learned	family	ask	takes	taken	history	help	soon	actually	ceo	android	beyond	event	issue	reason	put	american	behind	off	mobile	clear	latest	pretty	during	x	close	won	probably	both	whatever	else	look	while	used	user	game	some	step	visit	within	similar	e	go	facebook	click	camera	started	meet	control	links	software	including	front	keep	grow	exactly	need	able	she	problem	computer	state	key	well	page	twitter	home	he	stories	piece	star	friends	companies	likely	even	tips	ever	met	call	tell	room	give	answer	president	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	hit	said	were	against	appeared	three	website	say	if	make	left	human	yes	yet	save	deal	dead	track	popular	super	down	pages	daily	finally	did	run	wait	making	may	man	maybe	talk	nbsp	group	interesting	rock	language	thing	think	first	long	little	anyone	paid	especially	shot	show	black	get	morning	enough	reading	across	according	mark	doesn	those	pay	same	running	money	either	trying	videos	general	again	students	important	u	public	search	two	share	needs	different	coming	through	someone	everyone	house	energy	hard	idea	done	least	part	believe	b	build	tool	services	fine	find	please	point	simple	simply	create	understand	bill	fun	itself	yesterday	spent	source	big	bit	google	often	back	entire	giving	others	later	themselves	watch	ll	day	text	taking	holiday	value	almost	center	thought	add	works	buy	minutes	special	starting	under	every	school	changes	would	phone	must	me	times	end	over	writing	each	driving	got	free	wanted	days	already	top	too	took	though	amazon	report	however	news	been	several	specific	everything	head	hear	check	no	focus	level	says	goes	iphone	today	thousands	information	happened	name	turn	place	given	any	ideas	sure	multiple	net	written	come	myself	good	week	without	when	seems	blog	there	follow	program	far	list	design	version	known	rather	short	might	wouldn	number	feel	story	store	kind	nothing	his	him	wrote	art	recently	attention	due	questions	customers	question	fast	called	nice	users	once	issues	apple	app	few	women	something	six	instead	choose	our	york	their	which	who	why	local	view	walk	perhaps	gets	other	know	because	lead	getting	own	apps	made	whether	book
Daily Kos	6	4	2	2	20	1	2	3	9	1	18	1	15	1	2	2	0	6	12	3	4	3	13	5	2	9	22	2	4	21	5	67	13	3	5	4	19	0	2	4	1	4	5	19	13	2	29	19	9	4	3	11	3	6	10	7	3	29	1	4	10	3	10	9	16	1	27	0	8	3	0	14	7	2	9	8	0	0	0	6	18	4	3	0	5	9	4	0	10	2	4	0	0	1	5	0	9	7	2	6	9	20	5	1	4	12	18	1	1	2	4	1	13	3	4	12	2	1	31	17	6	3	2	3	5	8	3	4	13	3	5	2	2	9	19	3	0	3	5	9	1	20	0	2	0	10	5	9	1	11	2	7	2	7	1	8	23	0	1	3	23	6	15	1	10	26	5	13	26	7	0	6	0	2	1	4	7	11	2	13	7	1	3	4	57	0	21	1	5	2	5	0	5	1	1	7	14	4	3	24	23	1	7	2	1	0	39	1	18	23	11	2	9	12	14	3	4	1	7	3	0	3	11	7	16	5	9	1	5	1	3	1	2	8	1	8	1	0	1	0	14	3	9	14	5	5	0	4	2	8	7	13	2	11	5	16	4	4	3	9	7	0	0	19	0	1	4	5	2	8	4	1	0	0	1	8	0	0	9	2	8	0	2	5	3	7	6	0	14	1	19	3	7	1	69	4	0	1	4	0	4	25	0	5	2	3	7	1	3	2	26	10	1	3	4	4	3	7	5	0	9	2	2	28	13	11	2	5	3	44	58	9	0	11	1	16	35	16	8	3	3	12	3	1	19	2	2	0	17	0	7	3	9	3	1	2	8	13	6	1	0	13	0	2	1	10	12	8	7	7	2	2	5	9	20	21	14	13	14	0	1	16	2	5	23	5	13	4	4	2	5	1	2	7	0	7	14	12	1	28	0	3	4	3	8	2	3	25	8	8	2	7	4	7	6	0	1	0	0	2	12	1	10	0	1	0	3	13	1	1	3	1	1	3	1	0	1	4	4	0	5	3	3	1	10	22	0	2	0	0	4	5	4	2	1	3	2	2	1	5	9	5	0	27	1	5	4	10	1	23	2	8	2	2	3	1	4	4	7	3	6	9	0	12	6	20	32	2	0	5	5	3	2	29	0	2	19	1	0	16	22	2	3	3	0	6	2	12	2	7	5	7	2	3	2	11	18	8	32	2	0	59	2	0	10	5	0	1	6	2	2	12	2	6	2	7	2	1	7	52	15	4	0	3	2	2	1	0	4	1	8	0	0	9	3	0	0	9	4	9	3	4	0	26	3	52	33	51	4	4	1	1	3	3	18	12	20	2	8	12	0	13	12	2
Google Blogoscoped	0	0	1	0	2	0	0	0	2	2	5	0	5	0	6	1	0	0	0	4	1	1	4	0	0	1	3	1	1	1	0	3	0	0	2	0	4	0	0	0	2	2	0	3	0	0	7	1	0	0	0	0	0	1	2	0	1	0	1	1	1	0	2	1	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0	1	2	0	0	0	2	0	0	1	4	0	0	0	0	0	0	2	0	0	3	0	0	3	1	1	1	0	0	0	2	0	1	1	2	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	4	4	1	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	0	2	3	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	1	1	1	0	2	0	0	1	1	0	1	0	2	0	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	2	0	2	1	1	2	2	2	3	0	0	0	2	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0	1	4	0	0	0	0	0	1	0	3	0	0	0	0	0	1	1	0	1	0	1	0	0	4	2	0	0	0	1	2	1	0	0	0	1	0	8	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	7	0	0	0	1	0	2	1	0	1	0	1	0	1	0	5	0	0	1	2	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	2	0	1	1	0	0	0	0	3	0	0	0	0	4	0	0	1	0	3	0	0	1	0	1	0	0	1	0	1	0	4	0	0	28	1	3	0	0	1	2	1	0	6	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	11	4	0	4	1	0	1	0	3	0	0	2	0	0	1	1	2	1	3	0	0	0	1	4	1	0	0	0	1	0	6	0	0	1	1	1	1	0	0	0	2	0	2	0	3	0	0	1	0	0	1	0	0	0	0	4	0	1	5	0	0	0	1	1	0	0	0	0	0	2	5	1	0	2	0	0	1	0	0	0	0	0	0	2	0	4	1	1	1	0	1	0	0	4	1	0	2	0	0	0	3	0	4	5	5	0	0	2	0	2	0	4	2	5	0	0	0	6	2	1	0
Deadspin	0	0	2	0	2	1	0	0	0	0	6	0	1	0	0	0	0	0	0	4	2	0	1	1	0	2	4	0	1	1	4	1	1	0	0	0	5	0	2	1	1	1	0	1	0	0	4	0	0	1	1	2	0	0	1	0	0	2	0	0	2	0	1	2	2	0	2	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	2	1	3	0	0	0	1	1	0	0	0	3	0	0	9	8	1	0	0	0	0	1	2	1	1	0	0	1	0	0	1	2	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	1	0	1	2	0	0	1	3	1	1	0	2	1	0	0	1	1	0	2	1	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	2	2	0	0	0	0	0	2	1	0	0	1	1	1	0	2	0	0	26	1	0	3	0	0	0	0	4	1	1	0	1	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	1	1	0	2	0	0	3	2	1	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2	11	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	2	0	1	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	1	2	1	0	0	0	0	2	2	1	0	1	0	0	0	2	0	0	1	3	5	1	0	0	4	1	1	0	2	1	0	2	0	0	0	0	0	0	2	1	0	4	1	1	2	2	2	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	1	2	1	1	2	0	1	0	3	0	0	0	0	0	1	1	1	2	1	1	6	0	0	0	3	0	0	2	0	0	1	2	0	4	0	0	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	1	2	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	13	6	0	0	1	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	3	0	1	0	2	1	2	3	6	0	0	0	0	0	1	1	3	0	0	1	1	0	1	0	0
The Dish	0	2	0	0	2	0	0	4	1	0	6	0	2	0	0	0	0	1	1	0	2	0	2	1	0	3	4	0	1	0	3	5	2	0	0	0	6	0	0	0	7	0	2	5	0	0	6	11	0	3	2	1	1	0	2	0	0	0	0	3	1	0	2	0	3	0	0	1	1	1	0	0	4	0	7	0	0	2	0	1	2	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	3	0	0	1	0	0	1	1	0	1	0	0	7	3	2	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	3	1	0	3	4	0	3	3	2	1	0	1	1	0	3	1	0	1	1	1	3	0	2	0	0	0	7	0	0	2	3	0	0	1	0	2	0	0	0	4	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	2	3	0	1	0	1	0	4	0	2	3	1	0	0	5	0	0	1	9	1	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	1	1	2	0	0	1	3	0	0	0	1	1	0	0	0	0	0	3	0	0	2	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	3	0	2	0	1	0	2	4	0	0	2	0	0	1	0	1	1	1	1	2	0	1	0	2	1	0	0	0	0	4	1	0	1	0	0	4	1	1	0	1	0	1	2	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	1	1	2	0	0	0	0	1	1	1	4	6	2	2	0	0	0	0	0	2	2	1	3	0	2	0	1	2	0	2	0	1	1	0	0	0	0	0	0	3	1	0	1	0	0	1	0	4	0	0	2	0	1	3	0	2	3	0	0	0	0	0	1	2	3	0	2	0	0	1	0	0	1	3	0	1	2	0	0	2	3	1	0	1	0	0	0	3	9	0	1	0	0	1	1	2	0	0	0	0	0	1	2	1	0	0	1	0	0	11	1	3	3	2	0	0	0	0	1	0	0	0	1	1	1	0	0	1	2	6	0	0	0	1	0	0	6	0	0	0	0	0	1	2	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	2	5	0	6	3	1	0	0	0	0	0	1	1	3	1	0	1	0	3	0	0	2	11	0	1	1	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	2	5	3	0	2	0	2	0	2	6	1	0	0	1	0	2	0	3
Go Fug Yourself	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	10	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	20	2	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	19	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	1	1	0	1	0	0	0	0	0
O'Reilly Radar	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	2	0	0	1	0	1	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
MetaFilter	4	1	2	0	2	0	0	0	2	1	8	8	6	0	0	0	0	1	0	2	2	1	1	6	0	2	3	1	1	0	0	0	0	0	3	1	4	0	0	0	1	2	0	1	0	0	7	4	3	0	3	0	0	0	1	0	1	0	0	1	3	0	1	5	4	0	0	1	0	0	0	0	1	1	3	2	1	3	0	3	1	1	1	4	1	0	0	0	3	0	1	0	0	1	0	0	4	0	0	2	1	4	1	1	2	1	0	0	1	1	1	0	1	0	0	2	0	2	5	2	1	0	0	1	3	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	1	0	1	0	3	0	0	0	1	0	1	0	0	0	0	1	1	3	2	2	0	0	0	0	3	1	3	1	2	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	1	2	4	4	10	1	0	0	0	4	0	0	3	2	2	3	2	0	0	0	1	2	0	0	1	0	1	0	0	3	0	1	0	0	0	2	1	0	2	0	0	0	0	1	1	0	2	2	2	0	0	0	0	1	0	0	7	0	1	0	1	3	2	1	0	0	7	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	1	1	7	1	0	1	0	2	0	3	0	0	0	2	1	0	0	1	2	4	1	2	0	1	2	0	1	0	0	0	3	2	0	0	3	0	0	0	4	0	1	3	0	1	5	0	2	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	1	0	0	0	1	4	2	1	1	0	0	0	3	3	2	0	0	1	0	0	1	2	1	0	2	0	1	0	0	0	0	1	0	0	2	0	0	7	0	0	0	2	0	2	0	1	3	1	1	0	0	5	0	0	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	2	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	2	0	0	1	1	0	1	1	2	0	0	0	3	0	0	0	0	1	7	1	1	0	1	1	0	3	1	0	1	0	2	2	0	1	0	6	1	2	5	0	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	3	0	2	5	0	0	1	0	2	0	2	2	1	1	0	1	1	0	1	0	1	0	1	0	11	0	0	1	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	3	5	0	0	1	0	0	1	2	2	1	0	0	1	0	4	4	2
ReadWrite	4	14	16	27	36	8	6	32	32	4	130	8	105	8	50	5	41	15	2	29	6	10	35	21	13	42	31	19	15	40	7	82	25	6	6	10	104	4	54	8	4	38	7	71	17	114	91	32	9	15	23	13	8	10	38	16	26	6	4	5	43	27	29	56	46	8	0	3	3	14	64	23	27	12	45	9	33	4	17	7	1	15	2	29	0	14	21	20	16	15	9	16	84	17	12	10	96	19	8	21	23	91	15	10	33	68	16	8	9	10	22	7	22	7	11	96	9	1	114	74	11	14	7	10	15	25	24	19	34	37	24	10	6	14	62	23	29	1	6	11	10	61	3	2	19	50	5	14	30	10	32	21	2	10	4	7	2	3	74	10	24	11	17	16	30	82	35	17	92	13	13	5	2	38	8	2	12	23	18	75	1	4	13	7	0	3	29	8	12	11	2	3	21	5	26	90	32	2	5	78	31	16	4	14	5	2	96	28	3	62	21	6	14	62	9	10	32	5	27	43	103	11	32	22	13	17	43	7	6	8	8	3	4	38	13	18	26	7	12	14	9	8	21	6	9	31	58	13	6	6	12	6	8	11	13	29	6	12	24	39	29	46	13	66	12	4	27	5	3	28	14	10	20	20	6	15	1	54	19	8	20	11	5	89	23	9	35	5	10	20	37	13	16	20	47	6	10	1	5	54	20	45	2	10	2	13	8	7	23	6	7	33	7	41	4	8	4	46	22	20	10	19	12	48	8	6	7	2	8	20	31	7	1	14	9	13	118	90	2	17	3	20	11	5	0	10	6	2	17	1	15	2	23	21	2	31	60	0	5	10	446	13	7	0	7	8	28	44	41	9	13	5	7	8	7	4	78	3	18	1	24	17	9	22	37	31	37	14	26	13	13	5	5	6	1	23	14	15	11	40	13	30	28	11	61	9	23	9	4	14	13	21	6	30	18	10	23	16	38	2	27	12	24	9	10	38	22	4	8	13	0	6	24	36	4	43	24	18	7	10	10	7	15	4	33	32	8	10	8	20	5	7	3	11	16	7	8	4	5	7	34	4	23	61	22	19	26	23	23	25	3	32	2	7	29	9	16	20	20	27	6	8	12	7	21	18	40	5	13	10	8	4	6	56	15	21	5	11	3	24	3	36	4	8	11	30	6	32	11	19	14	6	5	19	2	30	7	26	79	11	5	99	7	5	15	9	22	12	7	12	8	35	5	26	14	10	12	10	8	30	4	5	1	9	14	7	11	32	7	7	12	1	50	16	16	55	70	20	0	25	9	16	12	167	6	162	83	48	28	6	11	2	4	5	73	24	38	38	15	34	52	20	19	1
Lifehack	0	1	0	0	0	0	0	1	0	0	6	0	7	0	0	0	0	3	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	20	0	0	6	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	5	0	0	20	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	2	1	0	1	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0
Lifehacker	0	2	0	0	3	3	0	0	4	1	6	0	9	0	0	0	0	1	0	6	3	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	4	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	1	1	2	2	0	0	1	1	1	2	0	1	0	0	0	1	3	0	0	0	3	0	0	8	3	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	1	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	2	3	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	4	0	0	1	0	0	2	0	3	0	4	1	0	0	2	0	1	0	26	0	0	0	0	2	0	2	1	1	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	2	0	2	1	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	1	2	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	4	0	1	1	0	0	0	2	0	0	1	1	1	2	0	0	0	0	0	0	1	6	0	0	0	1	0	3	3	0	0	0	0	4	0	0	0	0	2	0	2	0	0	2	3	0	1	0	0	1	0	0	0	0	0	0	6	4	0	0	0	0	2	2	1	1	2	0	5	0	0	1	1	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	2	0	1	0	0	0	3	1	0	0	0	0	0	6	0	0	1	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	2	0	2	0	3	0	1	3	0	0	4	0	1	0	2	1	2	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	1	9	1	0	5	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	2	0	2	1	0	0	0	0	0	1	2	1	0	1	2	0	1	1	1
